provider,model,reasoning,agent_id,agent_name,age,traits,infection_level,rep,response,reasoning_text,input_tokens,output_tokens,reasoning_tokens,cost,format_valid
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,47,Nicole,56,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,14,Sharon,55,introverted|agreeable|unconscientious|neurotic|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,54,Adriana,23,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,3.1,2,yes,You are introverted and prefer to be alone.,244,16,0,0.000146,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,3.1,4,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,66,Nancy,62,introverted|agreeable|conscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,You are introverted and prefer to stay at home.,243,17,0,0.000147,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,43,Jose,43,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,21,Jesus,31,introverted|antagonistic|conscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,60,Sean,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,62,Christina,31,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,10,Leslie,28,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,68,Ben,56,introverted|agreeable|unconscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,65,Adrian,24,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,45,Donna,22,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,63,Amber,63,extroverted|agreeable|conscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,17,Greg,44,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,71,William,59,extroverted|antagonistic|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,16,John,23,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,61,Joel,24,extroverted|agreeable|unconscientious|neurotic|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,22,Jaime,49,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,0,yes,Concerned about the spread of the Catasat virus in Dewberry Hollow.,243,22,0,0.0001545,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,2,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,17,Greg,44,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,15,Diana,55,extroverted|antagonistic|unconscientious|neurotic|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,22,Jaime,49,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,17,Greg,44,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,13,Miguel,50,introverted|antagonistic|conscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,23,Jorge,25,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,0,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,20,Lisa,28,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,22,Jaime,49,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,55,Anthony,26,extroverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,51,Teresa,60,introverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,3,yes,Concern about the spread of the Catasat virus in Dewberry Hollow.,244,21,0,0.0001535,True
openai,gpt-3.5-turbo,off,21,Jesus,31,introverted|antagonistic|conscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,24,Stephen,39,extroverted|agreeable|conscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,3.1,4,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,57,Fernando,41,extroverted|antagonistic|unconscientious|neurotic|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,3,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,3.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,3.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,3.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,16,John,23,introverted|agreeable|unconscientious|emotionally stable|open to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,3.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,3.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
